"ID","Name","Image","Rank","Alignment","Life","Stamina","Morale","Attack","Counterattack","Speed","Defence","Ranged defence","Resistance","Ranged attack","Shooting range","Ammo","Experience","Experience modifier","Gold payment","Crystal payment","Payment","Gold price","Crystal price","Price","Trophies","Type","Class","Resources","Castle unit","Can be retrained from","Can be retrained to","Similar units","Unit at a certain level","Ways to get","Reborn in","Abilities","Description"
"208","Hnara","","5","Evil Incarnate","5","10","10","6","3","2","3","5","1","0","0","0","10","50","0","1","8","0","3","24","Trophies","Undead, Skeleton","Infantry","","no","","","","0, 10, 20, 30, 100","","","Level 0:  						Lesser Undead,  						Agility,  						Intimidation (4) 				Level 1:  						Hit Points +1 x4,  						Attack +1 x4 				Level 2:  						Counterattack +1 x4,  						Defense +1 x5 				Level 3:  						Ranged Defense +1 x5,  						Intimidation +1 				Level 4:  						Resistance +1 x4 				Level 6:  						Speed +1 x3 				Level 7:  						Intimidation +2 x5 				Level 13:  						Hit Points +2 x3,  						Dark Dominion 2 				Level 17:  						Attack +2 				Level 18:  						Counterattack +2,  						Defense +2,  						Ranged Defense +2 x2","A vile creature, the hnara represents a wolf-shaped collection of bones. Often, though not necessarily, they are based on the skeleton of wolves, dogs, foxes, cats or other medium-sized animals. Although its shape is that of an animal, the hnara disturbingly has a human skull attached, thus invoking a sense of discomfort in those who encounter it. A fresh corpse for a necromantic ritual is not required. Under the influence of the spell, any bone, even from different creatures, no matter how long they have been dead, are going into a single frame that looks like the skeleton of an animal. While the hnara is a simple form of undeath, its combat potential should not be ignored. Its small size allows for swift maneuvering and makes it easier to avoid counterattacks."
"209","Workman","","1","Neutral","22","12","11","4","5","2","1","2","1","0","1","3","12","70","6","0","6","30","0","30","Trophies","Mortal, Human","Infantry","","no","Militiaman (at level 13)","","Militiaman","0, 10, 20, 30, 100","Workman (item)","","Level 0:  						Stunning Blow +1,  						Fix (5) 				Level 1:  						Hit Points +1 x3,  						Defense +1 x4,  						Ammo +1 x4 				Level 2:  						Attack +1 x3,  						Ranged Defense +1 x5 				Level 3:  						Counterattack +1 x4,  						Fix +1 x4 				Level 4:  						Resistance +1 x4 				Level 5:  						Stamina +1 x3,  						Reload 				Level 6:  						Morale +2 x3 				Level 9:  						Mobility 				Level 10:  						Hit Points +2 x3,  						Ammo Bearer 				Level 15:  						Recuperation +1 				Level 18:  						Hit Points +3 				Level 19:  						Stamina +2","An almost essential member of any army, the workman is a simple assistant who performs repairs for the other soldiers, be it armor, weapons or siege equipment. For the contract to be turned into a unit for a hero's party it is necessary to build the Carpenters Guild."
"210","Dire Bear","","2","Neutral","46","18","10","17","11","2","3","2","1","0","0","0","60","150","23","1","31","130","0","130","Trophies","Mortal, Animal","Infantry","","no","","","","0, 10, 20, 30, 100","Summon Nature (ritual)","","Level 0:  						Stunning Blow +1,  						Forest Knowledge +2 x3,  						Necrophagy +10 x3 				Level 1:  						Hit Points +2 x2,  						Attack +1 x3,  						Stamina +3 x3 				Level 2:  						Counterattack +1 x4,  						Ranged Defense +1 x4 				Level 3:  						Defense +1 x3,  						Resistance +1 x3 				Level 4:  						Intimidation +1 x3 				Level 6:  						Health +1 				Level 7:  						Hit Points +3 x3 				Level 8:  						Strength +1 				Level 11:  						Health +2 x3,  						Crippling Strike (2) 				Level 12:  						Attack +2 x3,  						Strength +2 x2 				Level 13:  						Morale +3 x2,  						Speed +1 				Level 15:  						Defense +2 x2,  						Crushing Blow 				Level 16:  						Counterattack +2 x2,  						Hit Points +4 x2 				Level 18:  						Ranged Defense +2 				Level 20:  						Armor +1","Bears are the most common inhabitants of the forests of Eador. Bears almost never attack humans, preferring to retreat into the forest thickets in case of danger. But dire bears - as farmers call them, and the name stuck - are completely different. Much larger than their cousins, they are also much more aggressive. The reasons for this behavior are unclear, only one thing is certain - if you wind up near a dire bear's den - expect trouble. Although the dire bear seems clumsy, it is very hard to escape from one."
"211","Sorcerer","","5","Unscrupulous","12","10","10","5","6","2","0","1","5","9","4","5","33","130","15","3","39","90","15","210","Trophies","Mortal, Human","Spellcaster","","no","","","Sorcerer, Necromancer, Demonologist","0, 10, 20, 30, 100","","","Level 0:  						Magic Shot,  						Hex +2 x3,  						Summon Imp [Vulnerability Spell] 				Level 1:  						Hit Points +1 x7,  						Ranged Attack +1 x5,  						Counterattack +1 x5,  						Morale +2 x3 				Level 2:  						Stamina +1 x6,  						Resistance +1 x5,  						Defense +1 x5,  						Fear 				Level 3:  						Ammo +1 x6,  						Attack +1 x5,  						Summon Hnara 				Level 4:  						Ranged Defense +1 x5 				Level 6:  						Magic Strike 				Level 7:  						Raise Skeleton 				Level 8:  						Energy Control +1 x3 				Level 9:  						Undead Summoning Power +1 x3 				Level 11:  						Spell Duration +1 				Level 14:  						Stamina +2 x4 				Level 15:  						Hit Points +2 x3 				Level 16:  						Ranged Attack +2 x2,  						Thaumaturgy +1 				Level 17:  						Resistance +2 x2 				Level 19:  						Undead Summoning Power +2","Those who've devoted their lives to magic and sorcery are often forced to join the army to make a living. Battle sorcerers are highly valued by their commanders, although ordinary warriors dislike them for the dark deeds most of them usually engage in. Sorcerers are able to strike their enemies with magic and weaken them, but they are rather weak in melee. More experienced sorcerers often learn other kinds of spells, preferring the school of Necromancy."
"212","Icarus","","1","Champion of Light","13","10","12","8","5","3","0","4","3","0","0","0","20","60","5","0","5","15","5","55","Trophies","Mortal, Alkaryl","Flying","","no","","","Luminary, Stalker, Arisen Luminary","0, 10, 20, 30, 100","Alkari Quarter (building), Summon Icarus (ritual), fortifications in the province of the race Alkaryl","","Level 0:  						Alkaryl 				Level 1:  						Hit Points +1 x5,  						Attack +1 x10,  						Ranged Defense +1 x5 				Level 2:  						Counterattack +1 x3,  						Resistance +1 x3,  						Stamina +1 x10 				Level 3:  						Defense +1 x2,  						Morale +2 x5 				Level 4:  						Smite Evil +1 x2 				Level 8:  						Charge,  						Speed +1 x2 				Level 14:  						Willpower +1 x2 				Level 16:  						Hit Points +2 x2","The warrior caste of the Icari is dedicated to the obliteration of Chaos in all its forms. Every one of them is willing to do anything to secure victory. The mind of an Icarus is clear and his will is strong. The mental link with their brothers in arms allows them to renounce any thought not directly related to warfare, for the battlefield is no place for personal impulses and desires. Common warriors live fast and short lives, but some of the Icari are not willing to rest in the afterlife of the Trees, but instead look for an opportunity to arise and return to the world of the living to fight the Enemy once more."
"213","Luminary","","2","Champion of Light","18","12","15","12","8","3","3","5","4","0","0","2","35","90","20","2","36","60","12","156","Trophies","Mortal, Alkaryl","Flying","","no","","","Stalker, Arisen Luminary","0, 10, 20, 30, 100","White Tower (building), fortifications in the province of the race Alkaryl","","Level 0:  						Alkaryl,  						Smite Evil +1 x4,  						Summon Icarus 				Level 1:  						Hit Points +1 x4,  						Attack +1 x10,  						Ranged Defense +1 x4 				Level 2:  						Counterattack +1,  						Resistance +1 x3,  						Stamina +1 x10 				Level 3:  						Defense +1 x3,  						Morale +2 x3 				Level 6:  						Summoning Power +4 x2 				Level 8:  						Charge 				Level 9:  						Ammo +2 x2,  						Strength +1 x2 				Level 10:  						Speed +1 				Level 13:  						Hit Points +2 x3 				Level 14:  						Willpower +1 x3 				Level 15:  						Armor +1 x2 				Level 19:  						Morale +3 				Level 20:  						Ranged Defense +2","Luminaries are those Alkari, whose mental connection to the Trees of the Departed is particularly strong. Only those illustrious warriors are capable of leading winged troops into battle, using their mental powers to coordinate lightning-fast attacks. They are not called Luminaries, the guiding lights, for nothing: in the heat of battle, being virtually on the brink between life and death, they can call on their ancestors for aid. For a brief moment an ancient oath breaks the shackles of death, and an Icarus arises under the banner of his commander to rejoin the battle against the forces of Chaos. Although they are not as powerful as truly Arisen, and do not linger for long in the world of the living, these Icari can join the battle anywhere at any time, rushing to the guiding light of a Luminary's mind."
"214","Stalker","","2","Champion of Light","15","11","15","7","4","3","1","5","4","5","3","2","35","90","16","2","32","85","10","165","Trophies","Mortal, Alkaryl","Ranged","","no","","","Luminary","0, 10, 20, 30, 100","White Tower (building), fortifications in the province of the race Alkaryl","","Level 0:  						Alkaryl,  						Hunter's Net,  						Enchanted Arrows 6 				Level 1:  						Hit Points +1 x5,  						Stamina +1 x9,  						Morale +2 x5 				Level 2:  						Ranged Defense +1 x5,  						Ammo +1 x3,  						Stalker Shot +1 x5 				Level 3:  						Attack +1 x5,  						Smite Evil +1 x2 				Level 4:  						Resistance +1 x4 				Level 8:  						Defense +1 x2,  						Thaumaturgy +1 x2 				Level 9:  						Speed +1 x2 				Level 16:  						Hit Points +2 x2 				Level 19:  						Willpower +1 				Level 20:  						Strength +1","Every manifestation of the Enemy should be obliterated, but any wicked man suspected of collaborating with the Enemy must be taken alive. Stalkers are trained especially for both of these tasks. These fighters armed with shining spears are capable of striking the enemy down before they approach, and for targets of special interest Stalkers have their nets, capable of catching even the most sneaky enemy."
"215","Witness","","2","Champion of Light","10","10","15","8","5","3","0","4","5","0","0","3","35","100","10","4","42","50","10","130","Trophies","Mortal, Alkaryl","Spellcaster","","no","","","Memory Keeper, Eternal Mentor","0, 10, 20, 30, 100","Celestial Eye (building), fortifications in the province of the race Alkaryl","","Level 0:  						Alkaryl,  						Smite Evil +1 x3,  						Meditation +1 x2,  						Test of Faith,  						Mental Support 				Level 1:  						Hit Points +1 x8,  						Attack +1 x7,  						Stamina +1 x8,  						Willpower +1 x5 				Level 2:  						Ranged Defense +1 x5,  						Ammo +1 x6 				Level 3:  						Morale +2 x3 				Level 5:  						First Aid +1 x4 				Level 6:  						Spell Duration +1 x2 				Level 7:  						Recuperation +1 x2 				Level 8:  						Defense +1 x2 				Level 9:  						Speed +1 x2 				Level 10:  						Mental Duel 				Level 11:  						Strength +1 x2 				Level 13:  						Mind Control Immunity 				Level 17:  						Morale +3 				Level 18:  						Stamina +2 x2","The eyes and ears of the Children of Heaven, it is their duty to represent the Mentors and the Lord of Heaven wherever a shadow of Alkari wings falls. They channel their mental power to reach out and transmit their thoughts over great distances, for even the outermost scouts must never lose contact with the Mentors and the Departed. In combat, Witnesses, proficient in the joining of minds, can support their allies by strengthening their spirit and healing their body or disrupt the concentration of enemy spellcasters."
"216","Trapped Soul","","5","Neutral","1","10","10","0","0","0","14","28","4","0","0","1","5","100","0","1","8","0","1","8","Trophies","Undead, Natural Weapon","Flying","","no","","","","0, 10, 20, 30, 100","","","Level 0:  						Flying,  						Lesser Undead,  						Trapped Soul,  						Incorporeality 				Level 1:  						Defense +1 x14,  						Resistance +1 x13,  						Spellpower +1 x4 				Level 2:  						Ranged Defense +2 x13 				Level 5:  						Enhanced Trapped Soul x2 				Level 6:  						Strike of Pain 				Level 10:  						Necrosurge","Mortal warriors die on the battlefield all the time, but only recently had necromancers learned to use the terrible suffering experienced by the soul parting with the body. Through a special ritual they can delay the departing soul for a brief moment. Although the spell is too weak to completely stop the transition and thus create a ghost, the spirit finds its uses, be it weakening the enemy or recovering the necromancer's own energy."
"217","Lycan","","3","Evil","46","15","12","19","12","2","6","14","2","0","0","0","120","200","60","11","148","300","50","700","Trophies","Mortal","Infantry","","no","","","","0, 10, 20, 30, 100","Lycan (item), Werewolf Lair (site)","","Level 0:  						Intimidation +1 x3,  						Forest Knowledge +1 x3,  						First Aid +5,  						Regeneration (2) 				Level 1:  						Hit Points +1 x3,  						Attack +1 x4,  						Ranged Defense +1 x4,  						First Strike 				Level 2:  						Counterattack +1 x5,  						Defense +1 x5,  						Stamina +1 x2 				Level 3:  						Resistance +1 x4,  						Morale +2 x2 				Level 4:  						Recuperation +2 x3 				Level 5:  						Battle Frenzy (5) 				Level 6:  						Agility,  						Regeneration +1 x3 				Level 8:  						Entanglement Immunity 				Level 9:  						Attack +2 x4,  						Speed +1,  						Health +1 x2 				Level 10:  						Hit Points +2 x3,  						Web Immunity 				Level 11:  						Strength +1 x2 				Level 12:  						Stamina +2 x3 				Level 13:  						Ranged Defense +2 x3 				Level 14:  						Vigilance 				Level 17:  						Attack +3 x2,  						Defense +2 x2,  						Armor +1 x2 				Level 18:  						Health +2 				Level 19:  						Hit Points +3,  						Strength +2 				Level 20:  						Morale +3","Half man, half wolf - this is a rare creature indeed. The mortal races of Eador have made up the most bizarre and unbelievable tales about the origin of these creatures. And although most of them are no more than fancy fairy tales, the humans' fantasies surpassed all. It has been called by many names, which have taken root even among the other races - turnskin, werewolf, lycanthrope, the names alone speak volumes, despite the fact that Lycans can't turn into anything and always remain in their chimeric form of wolf-man. They are aggressive beasts and attack almost everyone they consider weaker than themselves. Moreover, they are quite smart and able to adhere to certain tactics, such as prioritizing the squishy wizards, especially when hunting in a pack. Killing a Lycan is no easy feat - they are amazingly quick and slender, and can dodge swords and arrows, literally flowing through the air - such is its speed. Minor scratches and cuts heal immediately, and Lycans can lick off more serious wounds in a few minutes. For the contract to be turned into a unit for a hero's party it is necessary to build the Handler's Guild."
"218","Mephit","","5","Neutral","5","10","10","1","1","3","5","10","2","0","0","0","10","100","0","2","16","20","2","36","Trophies","Elemental Spirit","Flying","","no","","","","0, 10, 20, 30, 100","","","Level 0:  						Floating,  						Elemental,  						Steal Ammo,  						Air Immunity,  						Incorporeality 				Level 1:  						Hit Points +1 x10,  						Attack +1 x10,  						Counterattack +1 x5,  						Speed +1 x3 				Level 2:  						Stamina +1 x6,  						Resistance +1 x5,  						Steal Ammo +2 x4 				Level 3:  						Defense +1 x5 				Level 4:  						Ranged Defense +1 x5 				Level 10:  						Hit and Run 				Level 14:  						Stamina +2 x4 				Level 16:  						Attack +2 x2 				Level 17:  						Resistance +2 x2 				Level 18:  						Mass Grounding","Elemental spirits live on their own Planes, and usually do not leave them voluntarily. Some powerful spellcasters are able to summon them to the Material Plane for a short time. The spirits materialize in a ""body"" composed of their element - this is the only way they can withstand hostile environment. Mephits are lesser spirits of the Elemental Plane of Air. Mephits are rather weak creatures, usually summoned by a Sorcerer's Apprentice, learning the wisdom and subtleties of summoning - if the student gets it wrong, there is no need to fear for their lives. The worst mephits could do is leave a room in a horrible mess by stirring up strong gusts of wind."
"219","Renegade","","1","Evil","10","10","10","3","4","2","0","0","1","5","5","6","18","80","8","0","8","40","0","40","Trophies","Mortal, Human","Ranged","","no","","Ranger (at level 17)","Bowman","0, 10, 20, 30, 100","Thieves Guild (site)","","Level 0:  						Marauder 10,  						Forest Knowledge +2 				Level 1:  						Hit Points +1 x7,  						Morale +2 x4,  						Forager x3,  						Ammo +1 x4,  						Stamina +1 x8 				Level 2:  						Counterattack +1 x3,  						Precise Shot +1 x3 				Level 3:  						Ranged Attack +1 x4 				Level 4:  						Attack +1 x3,  						Forest Knowledge +1 x2 				Level 5:  						Ranged Defense +1 x3,  						Double Shot 				Level 6:  						Defense +1 x2 				Level 8:  						Resistance +1 x3 				Level 9:  						Range +1 x2 				Level 14:  						Marauder -5 				Level 15:  						Hit Points +2 x2 				Level 16:  						Stamina +2 x3 				Level 17:  						Ammo +2 				Level 19:  						Hit Points +3,  						Ranged Attack +2","Certain ""gentleman"" outlaws prefer shooting over melee combat. Deftly hiding in trees, under bushes and behind thick trunks, they wait until their quarry has come within reach of their long distance shot, and then suddenly they will let loose. A melee attack by their comrades is typically preceded by a volley that can do a lot of damage. The primary objective of shooters is killing enemy spellcasters, their secondary is eliminating other shooters, from whom they are completely safe, hiding as they are among the trees. To take out a ""deadeye"", as they call themselves, is extremely difficult. As with other characters of dubious persuasion, a renegade will never deny himself the pleasure of pocketing some of the trophies, but only if they're absolutely sure they can get away with it."
"220","Black Unicorn","","4","Neutral","75","19","14","24","25","3","4","5","14","0","0","0","95","260","111","11","199","555","55","995","Trophies","Mortal, Animal","Cavalry","","no","","","","0, 10, 20, 30, 100","Black Unicorn (item)","","Level 0:  						Magic Strike,  						Forest Knowledge +4,  						Battle Frenzy (5) 				Level 1:  						Hit Points +2 x4,  						Attack +1 x4,  						Defense +1 x6,  						Morale +2 x5 				Level 2:  						Stamina +2 x4,  						Counterattack +1 x5,  						Resistance +1 x3,  						Battle Frenzy +1 x4 				Level 3:  						Ranged Defense +1 x6,  						Dark Dominion 2 				Level 5:  						Health +1 x3 				Level 6:  						Smite Evil +2 				Level 8:  						Overwhelming Force 				Level 9:  						Strength +1 x4,  						Resistance +2 x4 				Level 10:  						Stunning Blow +1 				Level 11:  						Attack +2 x2 				Level 12:  						Stamina +3 x3,  						Willpower +1 x2,  						Speed +1 				Level 13:  						Hit Points +3 x3 				Level 14:  						Health +2 x3,  						Counterattack +2 x3 				Level 15:  						Morale +3 x3 				Level 16:  						Attack +3 x2 				Level 19:  						Ranged Defense +2 				Level 20:  						Armor +2","The black unicorn is a great example of how dark magic and relentless hate are able to corrupt the very essence, defiling even a creature as majestic as a unicorn. The result is a monster, terrifying, aggressive and dangerous, making short work of the mortal creatures reckless enough to wander into its territory. Like its ""ancestor"", the black unicorn can pierce any armor with its horn, while the remains of the black witchcraft forever scarring the mutilated soul of the noble creature, fills it with incredible ferocity at the slightest injury. For the contract to be turned into a unit for a hero's party it is necessary to build Stonehenge."
"221","Ratman","","1","Unscrupulous","14","10","6","8","6","2","2","4","1","0","0","0","20","70","2","0","2","10","4","42","Trophies","Mortal, Ratman","Infantry","","no","","","Plague Warrior, Shadow Claw, Plague Shooter, Plague Master, Grey Overlord","0, 10, 20, 30, 100","Ratman Lair (building), Ratman Burrow (site), fortifications in the province of the race Ratmen","","Level 0:  						Ratman,  						Tolerance 				Level 1:  						Hit Points +1 x8,  						Stamina +1 x6,  						Attack +1 x7 				Level 2:  						Defense +1 x5 				Level 3:  						Counterattack +1 x3,  						Hunger +5 				Level 4:  						Resistance +1 x3 				Level 5:  						Ranged Defense +1 x3 				Level 6:  						Forest Knowledge +1,  						Summon Rat 				Level 8:  						Severe Hunger 				Level 9:  						Morale +2 				Level 13:  						Ammo +2 x2 				Level 14:  						Cause Fever 				Level 15:  						First Strike 				Level 17:  						Hit Points +2 x2 				Level 20:  						Health +1","As they rely on numbers, rather than skill, ordinary Skreet soldiers are neither very adept nor very resilient. However, they should not be underestimated: First of all, only the largest and strongest Ratmen become warriors, and everyone in Eador marvels at their unsurpassed ability for quick and furtive movement on any terrain. Skreet armies easily outmaneuver and surround unexpecting enemies, before letting their giant rats loose. Surprisingly, it is not in combat that Ratman warriors display their main advantage. It is well known that, in war, supplies are paramount, and none are more self-sufficient than Ratmen, except the Undead. Mobile, staid, and immune to disease, Ratmen are the bane of Human and Dwarven armies, and they feast on fallen enemies right on the battlefield."
"222","Giant Rat","","1","Neutral","10","6","7","7","3","2","1","1","0","0","0","0","15","50","1","0","1","5","0","5","Trophies","Mortal, Animal","Infantry","","no","","","","0, 10, 20, 30, 100","","","Level 0:  						Ratman,  						Pathfinder +1,  						Poison Attack +1 				Level 1:  						Hit Points +1 x3,  						Stamina +1 x2,  						Attack +1 x2,  						Counterattack +1 x7 				Level 2:  						Resistance +1 x2,  						Severe Hunger x2 				Level 3:  						Hit Points +2 x7,  						Poison +1 x3 				Level 4:  						Ranged Defense +1 x2 				Level 5:  						Health +1 x3,  						Defense +1 x2,  						Hunger +5 				Level 6:  						Hills Knowledge +2 				Level 7:  						Morale +2 x2 				Level 8:  						Intimidation +1 				Level 9:  						Attack +2 x3,  						Speed +1 				Level 16:  						Crippling Strike (2) 				Level 20:  						Hit Points +3,  						Resistance +2","Grown to the size of large dogs under the influence of Death Crystals, Giant Rats are very different from regular rats, and not just in size. Above the ever-sniffing snout of these brazen and audacious creatures, two eyes peer into you with an intelligence no regular animal possesses. Their most noticeable feature are their teeth - the sharp incisors and canines of a predator, as these rats are even more voracious than their smaller cousins. There is no food they refuse, and they often eat such filth that the bite of a giant rat is almost guaranteed to cause blood poisoning. Ratmen breed giant rats for many purposes - as beasts of burden, as guard dogs, as pets, and occasionally for food. And of course, they are also used in battle. Faced with an endless horde of rats pouring from underground burrows, all hope is lost, for they leave nothing, not even bones, in their wake."
"223","Plague Warrior","","2","Unscrupulous","18","9","11","10","5","2","2","3","4","0","0","5","23","100","15","2","31","70","10","150","Trophies","Mortal, Ratman","Infantry","","no","","","Shadow Claw, Plague Master, Grey Overlord","0, 10, 20, 30, 100","Ratman Barracks (building), Plague Temple (site), fortifications in the province of the race Ratmen","","Level 0:  						Ratman,  						Swamp Knowledge +2,  						Plague Warrior,  						Recover Ammo +1 x3 				Level 1:  						Hit Points +1 x8,  						Attack +1 x6,  						Morale +2 x3 				Level 2:  						Counterattack +1 x6,  						Stamina +1 x4,  						Poison +1 x3 				Level 3:  						Ranged Defense +1 x2,  						Ammo +1 x4 				Level 4:  						Resistance +1 x4,  						Severe Hunger x2 				Level 5:  						Spell Duration +1 x2 				Level 6:  						Defense +1 x2,  						Poison Immunity 				Level 7:  						Atrophy Carrier 				Level 11:  						Speed +1 				Level 16:  						Attack +2 x2 				Level 17:  						Hit Points +2 x2 				Level 18:  						Counterattack +2,  						Stamina +2 				Level 20:  						Health +1,  						Willpower +1","Rumors about Ratmen spreading disease are absolutely true. But few know how it happens. Very often, it involves the giant rats they're known to breed. The Ratmen directing the rats on the battlefield usually carry whips instead of swords, and proudly call themselves ""Plague Warriors"". At these skilled trainers' command, giant rats pounce on the enemy, sowing chaos in their ranks, exhausting and bleeding them out before the main Ratmen force attacks. Should the enemy miraculously survive the onslaught of giant rats, they will be unpleasantly surprised to realize that Plague Warriors can hold their own in melee. Outstanding combat skills are exceedingly rare in Ratmen, due to their anatomy, but they are never an easy target."
"224","Magic Crystal","","5","Neutral","30","10","10","0","0","0","6","9","6","0","0","0","40","120","0","9","72","200","50","600","Trophies","Golem, Obstacle","Giant","","no","","","","0, 10, 20, 30, 100","","","Level 0:  						Mechanical,  						Immobilized,  						Mind Control Immunity,  						Sparks on Contact 				Level 1:  						Hit Points +2 x5,  						Defense +1 x4,  						Spellpower +1 x5 				Level 2:  						Ranged Defense +1 x3,  						Resistance +1 x7 				Level 8:  						Ranged Defense +2 x3 				Level 9:  						Defense +2 x3 				Level 11:  						Hit Points +3 x5 				Level 14:  						Armor +1 x7 				Level 16:  						Resistance +2 x3","Conjuring a magic crystal is one of the oldest battle spells in Eador. They were first created by a mysterious race of Ancients. Facing the hordes of Chaos for the first time and running low on offensive spells, the mages of the Conclave attempted to wall themselves off from their enemies, by creating entire glittering walls of enormous crystals. The harmony present in the mathematically perfect structure of these crystal barriers was designed to repel the spawns of Hell... but it didn't work. So the mages repurposed the structures into defensive weapons. In this day and age, the secret of creating magic crystals is known to many wizards from different races of Eador. The crystals are used to fill gaps in defense lines or shape the battlefield to the caster's advantage. It is capable of accumulating static charge, discharging when the opportunity arises. Even if the enemy is able to seriously damage a crystal, it bursts and cuts them down with razor-sharp diamond splinters."
"225","Shadow Claw","","2","Unscrupulous","20","10","8","9","8","2","2","3","3","4","3","2","35","100","14","1","22","70","10","150","Trophies","Mortal, Ratman","Infantry","","no","","","Plague Warrior, Plague Master, Grey Overlord","0, 10, 20, 30, 100","Toxic Tent (building), Ratman Barracks (site), fortifications in the province of the race Ratmen","","Level 0:  						Ratman,  						Forest Knowledge +2,  						Shadow Claw,  						Precise Shot 2,  						Parry (2),  						Backstab +4,  						Mobility 				Level 1:  						Hit Points +1 x5,  						Attack +1 x6,  						Ranged Defense +1 x6,  						Backstab +2 x4 				Level 2:  						Stamina +1 x6,  						Counterattack +1 x3,  						Resistance +1 x5,  						Hunger +5 				Level 3:  						Parry +2 x2 				Level 4:  						Defense +1 x3,  						Precise Strike +1 x3 				Level 6:  						Severe Hunger x2 				Level 7:  						Thaumaturgy +1 x2 				Level 8:  						Morale +2 x2 				Level 11:  						Health +1 x4 				Level 13:  						Hit Points +2 x3 				Level 14:  						Strength +1 x2 				Level 15:  						Stamina +2 x2 				Level 19:  						Attack +2","Constantly sniffing for something is the very nature of the rat. Moreover, Skreets are masters of disguise without equal. Unsurprisingly, the best spies and assassins in Eador are Ratmen. Human assassins are slow, clumsy and conspicuous compared to Shadow Claws, as these Ratmen call themselves. Every Claw has mastered an impressive array of moves and techniques, which compensates for their lack of raw strength. Their greatest pride are their weapons - shadow swords. These special blades are forged with tiny pieces of Death Crystals, and imbued with a virulent poison. A blow from such a weapon immediately turns steel to rust, and even a tiny cut can be fatal. Rumor has it that resourceful Ratmen ""borrowed"" the idea for the swords along with the Shadow Claws' fighting style from their subterranean neighbors, the Drow, which would explain the similar names."
"226","Plague Shooter","","1","Evil","11","9","7","4","3","2","1","4","1","3","4","4","38","100","3","0","3","15","4","47","Trophies","Mortal, Ratman","Ranged","","no","","","Ratman, Plague Warrior, Shadow Claw, Plague Master, Grey Overlord","0, 10, 20, 30, 100","Ratman Lair (building), fortifications in the province of the race Ratmen","","Level 0:  						Necrophagy +5,  						Hills Knowledge +1,  						Cause Fever,  						Tolerance,  						Concoction 				Level 1:  						Hit Points +1 x6,  						Attack +1 x4,  						Stamina +1 x9 				Level 2:  						Counterattack +1 x4,  						Resistance +1 x4 				Level 3:  						Defense +1 x3,  						Ammo +1 x3 				Level 4:  						Ranged Defense +1 x3 				Level 5:  						Morale +2 x3,  						Thaumaturgy +1 x2 				Level 7:  						Poison Immunity 				Level 11:  						Range +1 				Level 13:  						Hit Points +2 x4,  						Hunger +5 				Level 14:  						Cause Atrophy 				Level 15:  						Health +1 x3 				Level 17:  						Willpower +1 x2 				Level 20:  						Armor +1","For many years, Skreet armies lacked ranged troops. What was the point in underground tunnels? It was only when they started waging war on the surface that they realized it was a problem. While the fear of disease successfully detered incoming enemy forces, what were the Skreets to do if they needed to gain ground? Eventually, they found a way to lace sling ammo with poison. To this end, special shells filled with toxins were created. Today, poison shots are the Ratmen's crowning achievement. Should an enemy manage to reach a Plague Shooter, the latter might then guzzle another liquid, a nauseating but very effective Ratman brew, made from Lord-of-Light-knows-what, greatly increasing the willing victim's fighting prowess, despite strong side effects. It might seem impossible that anyone beside Ratmen would even think about drinking the putrid brew. However, there are stories of human rulers buying it to torture prisoners."
"227","Trap","","5","Neutral","2","10","10","0","0","0","0","25","2","0","0","0","10","100","0","0","0","0","0","0","Trophies","Mechanical, Trap","Infantry","","no","","","","0, 10, 20, 30, 100","","","Level 0:  						Mechanical,  						Immobilized,  						Totem,  						Trap 				Level 1:  						Spellpower +1 x3 				Level 4:  						Hit Points +1 x17","A primitive, but fairly effective mechanical trap. This oversized device can injure even large animals, let alone human-sized creatures. They are often used by Goblins on the ""prowl"", as they call their vicious raids. This trap is able to hinder any non-flying creature, on top of inflicting damage with sharp spikes."
"228","Hornet's Nest","","5","Neutral","5","10","10","0","0","0","0","25","2","0","0","0","10","100","0","0","0","0","0","0","Trophies","Mechanical, Trap","Infantry","","no","","","","0, 10, 20, 30, 100","","","Level 0:  						Mechanical,  						Immobilized,  						Totem,  						Hornet's Nest 				Level 1:  						Spell Duration +1 x3 				Level 4:  						Hit Points +1 x17","A primitive, but fairly effective mechanical trap. This oversized device can injure even large animals, let alone human-sized creatures. They are often used by Goblins on the ""prowl"", as they call their vicious raids. This trap is able to complicate the life of all living creatures, as angry hornets pounce on the reckless who come too close."
